id,mon,stay,freq,plan,ad,ad1,ad2,ad3,ad4,ad5,ad6,ad7,ad8,ad8_1,ad8_2,ad8_3,ad8_4,ad8_5,inf01,inf02,inf03,inf04,inf05,inf06,inf07,inf08,inf09,inf10,item1,item2,item3,item4,item5,item6,item7,item8,item9,purp1,purp2,att01,att02,att03,att04,att05,att06,att07,att08,att09,att10,att11,att12,att13,att14,att15,att16,att17,att18,type,s1,s2,s3,s4,s5,s6,s7,s8,btimes,bprice,act01,act02,act03,act04,act05,act06,act07,act08,act09,act10,act11,act12,act13,act14,act15,act16,act17,act18,act19,ts01,ts02,ts03,ts04,ts05,ts06,ts07,ts08,ts09,ts10,s11,s12,s13,s13a,s14,s15,s16,s17,s21,s22,s23,s31,s32,s33,s34,s35,ssall,i01,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,nation,resid,prov,age,income,educ,occup,gender,area
12282,5,8,1,60,1,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,99,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,5,4,0,0,0,5,5,0,0,3,3,3,0,4,2,3,3,3,3,5,5,5,5,5,5,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,10,5,3,3,2,2,1
12283,5,6,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,2,0,0,4,4,4,4,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,15,4,3,3,2,2,1
12284,5,4,3,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,4,5,3,3,4,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,6,4,4,3,5,1,1
12285,5,2,5,60,1,5,0,5,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,4,0,0,3,5,2,0,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,.,3,3,3,2,2,1
12286,5,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,5,3,5,0,4,4,3,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,3,0,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,4,8,3,12,1,1
12287,5,7,1,180,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,3,5,0,5,5,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,3,0,4,4,0,0,0,0,5,5,3,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,8,2,10,2,1
12288,5,17,1,7,1,0,0,5,0,0,0,0,5,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,4,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8,8,.,5,6,3,1,2,1
12289,5,2,1,60,1,0,0,5,0,0,0,0,0,.,.,.,.,.,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,0,0,5,4,4,4,3,3,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,.,5,99,3,10,2,1
12290,5,2,1,60,1,0,0,5,0,0,0,0,0,.,.,.,.,.,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,.,3,4,3,3,2,1
12291,5,2,1,30,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,5,5,3,3,3,3,5,5,5,5,5,5,5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,.,4,4,3,2,2,1
12292,5,2,2,30,1,5,0,5,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,99,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,5,0,0,0,4,4,0,4,5,3,3,3,3,5,5,5,5,5,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,7,5,2,1,1,1
12293,5,1,10,30,1,5,0,5,0,0,0,5,5,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,5,5,5,5,3,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,.,5,8,3,10,2,1
12294,5,9,4,14,1,0,0,5,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,99,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,4,0,0,0,4,2,0,5,4,3,3,4,4,5,5,5,5,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.,6,4,3,2,1,1
12295,5,3,5,60,1,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,5,4,0,0,0,5,2,0,4,3,4,4,4,4,5,5,5,5,4,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,.,2,8,3,11,2,1
12296,5,5,1,90,1,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,2,1,3,4,2,1
12297,5,3,1,30,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,3,3,4,0,5,5,2,4,5,4,4,5,5,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,3,.,3,2,2,4,2,1
12298,5,3,2,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,5,5,5,4,10,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,3,4,3,3,3,4,4,4,4,4,5,4,4,5,5,4,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,3,.,2,8,3,11,2,1
12299,5,4,1,7,1,3,0,3,3,4,0,4,4,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,4,4,4,4,4,4,4,4,4,5,0,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,2,3,.,4,3,3,3,1,1
12300,5,11,3,45,1,2,0,4,0,0,0,0,0,.,.,.,.,.,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,5,5,5,5,5,5,0,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,2,4,.,5,3,3,4,2,1
12301,5,15,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,99,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,5,5,0,5,3,5,5,0,5,5,5,5,5,5,5,5,5,5,5,4,5,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,1,3,3,3,3,2,1
12302,5,7,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,4,5,5,5,4,6,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,4,4,4,0,0,0,4,4,4,5,5,4,4,4,4,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,8,2,12,1,1
12303,5,7,1,365,1,5,0,5,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,5,3,5,5,5,5,6,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,5,0,0,0,3,0,4,4,4,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,7,8,3,12,1,1
12304,5,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,99,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,5,5,5,5,5,5,5,5,7,3,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,5,0,5,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,2,1,3,5,1,1
12305,5,1,10,1,1,0,0,4,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,5,5,4,0,5,4,4,5,5,5,5,5,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,.,5,5,3,2,1,1
12306,5,7,1,365,1,0,0,4,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,8,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,2,4,4,0,4,0,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,29,6,8,2,12,1,1
12307,5,7,1,365,1,5,0,0,0,0,0,0,0,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,99,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,8,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,2,4,0,0,0,0,4,4,4,5,5,5,5,5,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,29,7,8,2,12,2,1
12308,5,8,1,180,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,4,3,4,0,0,4,4,4,4,0,0,3,3,0,4,3,4,4,4,4,4,4,4,4,4,4,4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,.,3,4,3,2,2,1
12309,5,2,20,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,0,0,4,4,0,4,3,4,4,4,3,5,0,5,5,5,5,5,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,11,3,.,7,4,3,1,1,1
12310,5,9,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,1,99,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,5,5,5,0,0,0,5,2,2,0,0,4,3,0,3,4,3,3,3,3,2,4,4,4,4,4,4,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,.,2,8,3,13,1,1
12311,5,4,1,90,1,0,0,0,0,0,0,4,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,3,3,0,3,3,3,3,4,4,3,4,5,4,4,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,.,5,3,2,4,2,1
12312,5,2,1,2,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,4,2,3,3,0,4,4,4,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,13,.,3,4,3,3,1,1
12313,5,6,3,30,1,3,0,0,0,0,3,0,0,.,.,.,.,.,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,99,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,4,3,0,4,4,4,4,4,4,3,3,3,3,4,4,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,.,1,8,2,11,2,1
12314,5,3,1,3,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,99,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,3,2,0,2,5,5,3,4,5,0,4,5,3,4,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,7,.,5,8,3,5,1,1
12315,5,10,2,15,1,0,0,4,0,0,0,0,0,.,.,.,.,.,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,.,.,.,.,.,.,.,.,.,.,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,5,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,11,6,8,3,12,1,1
12316,5,7,1,60,1,5,0,5,0,0,0,0,0,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,99,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,5,0,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,2,8,7,3,3,2,2,1
12317,5,7,1,60,1,0,0,0,0,0,4,0,0,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,8,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,0,0,5,5,3,2,3,0,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,5,6,3,3,2,2,1
12318,5,7,1,42,1,0,0,5,0,0,0,5,0,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,99,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,5,3,1,3,2,2,1
12319,5,7,1,30,1,0,0,5,0,0,0,0,0,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,99,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,4,0,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,13,3,1,99,2,2,1
12320,5,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,5,5,3,4,5,5,4,4,4,5,5,5,5,5,5,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,3,5,1,1
12321,5,3,1,30,1,0,5,5,0,0,0,0,0,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,99,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,5,5,.,6,3,3,5,2,1
12322,5,3,1,30,1,0,0,5,0,0,0,0,5,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,5,.,3,4,3,2,1,1
12323,5,7,1,60,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,6,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,22,5,1,3,1,2,1
12324,5,7,1,180,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,99,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,7,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,22,2,1,3,5,2,1
12325,5,4,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,3,3,3,3,0,.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,4,2,3,4,4,1,1,3,4,5,4,4,3,5,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,5,4,3,2,2,1
12326,5,7,1,730,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,99,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,5,0,0,0,4,0,4,4,3,2,4,4,4,4,4,3,3,4,3,4,5,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,2,23,2,1,3,2,2,1
12327,5,7,1,90,2,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,5,4,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,5,0,0,5,0,0,0,5,0,5,5,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,23,4,8,2,3,2,1
12328,5,7,1,30,2,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,99,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,5,5,3,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,13,3,2,3,5,2,1
